checkpoint,step,commit,selected_block_zero_based,train_pairs,test_pairs,pca_variance_retained,heldout_nrmse,heldout_r_squared_vs_mean,persistence_nrmse,beats_persistence_post_run,shuffle_nrmse_mean,shuffle_nrmse_std,empirical_p,primary_gate_pass,spectral_radius,stable_fraction,persistent_stable_mode_count,median_stable_half_life_tokens,max_stable_half_life_tokens,horizon_2_nrmse,horizon_4_nrmse,horizon_8_nrmse
step1000,1000,5b020995bfc7aee2931b0f35bd70cf7ee8b1db62,2,807,261,0.6596192741798506,0.8578048306704942,0.2641708724783648,1.022864933694843,True,1.0390375011603579,0.01629773436982022,0.0196078431372549,True,0.9512161107183683,1.0,1,0.5354855327906312,13.859064045475657,0.8492148937774009,0.8723340931210899,0.913181328900699
step10000,10000,b9935f34c34c4bddaa99bed4c2ed3fc8e67c7504,2,807,261,0.7636955480828733,0.7538384863488714,0.43172753649924234,0.9338468722838625,True,1.0383208083519329,0.014665490395646585,0.0196078431372549,True,0.9864591428376724,1.0,2,0.532665012954317,50.84195228625031,0.8411744293884074,0.8551578347341624,0.8867025081624675
step143000,143000,f1545025bb394553a7f4e547db0874886f05ef9c,2,807,261,0.8991726249775467,0.8710587781782393,0.241256604958633,0.9227326861869001,True,1.0373756271266479,0.01324205580069475,0.0196078431372549,True,0.9829684455375756,1.0,3,0.5791811184789657,40.35025666817602,0.8674890927608261,0.8763289948108522,0.8917863291917474
